ano,regiao_administrativa,ano_referencia_pdad,populacao_total,populacao_masculina,populacao_feminina,populacao_0_14,populacao_15_59,populacao_60_mais,renda_media_ponderada,idade_media_ponderada,media_moradores_por_domicilio,percentual_baixa_escolaridade,percentual_domicilios_com_internet,percentual_domicilios_proprios,percentual_domicilios_alugados,lai_df_qtd_pedidos_ano,lai_df_qtd_recursos_ano,lai_df_qtd_satisfacoes_ano,lai_df_percentual_pedidos_com_recurso,lai_df_tempo_medio_resposta_dias,lai_df_percentual_acesso_concedido,lai_df_percentual_acesso_negado,lai_df_percentual_acesso_parcial,lai_df_percentual_sem_resposta,lai_df_qtd_orgaos_demandados
2024,Sobradinho II,2024,80006.0,38513.0,41493.0,15866.999999999998,51416.0,12723.0,480.71054226129235,34.90063474024579,2.985964912280702,29.249752624781756,94.03508771929823,68.59649122807016,27.19298245614035,23082,1388,2658,5.861710423706785,7.569385669421197,52.90269474049043,9.253964127891864,4.18074690234815,17.689108396152847,96
2025,Sobradinho II,2024,84744.0,40691.0,44053.0,16395.0,54413.0,13936.0,480.71054226129235,34.90063474024579,2.985964912280702,29.249752624781756,94.03508771929823,68.59649122807016,27.19298245614035,27256,1293,2110,4.582477252714998,8.049169345015336,53.47079542119167,8.710008805400646,3.6982682712063397,16.667889638978572,96
2023,Sol Nascente/Pôr do Sol,2024,96703.0,48098.0,48605.0,21688.0,70250.0,4765.0,308.17258538832215,29.465074914669245,2.974937343358395,40.26156076356881,88.2205513784461,68.92230576441102,23.558897243107776,20608,1317,2601,6.298524844720497,8.5845929344974,54.87674689440993,6.885675465838509,3.838315217391304,43.49281832298137,96
2024,Sol Nascente/Pôr do Sol,2024,98447.0,48974.0,49473.0,21383.0,72019.0,5045.0,308.17258538832215,29.465074914669245,2.974937343358395,40.26156076356881,88.2205513784461,68.92230576441102,23.558897243107776,23082,1388,2658,5.861710423706785,7.569385669421197,52.90269474049043,9.253964127891864,4.18074690234815,17.689108396152847,96
2025,Sol Nascente/Pôr do Sol,2024,99984.0,49749.0,50235.0,21057.999999999996,73600.0,5326.0,308.17258538832215,29.465074914669245,2.974937343358395,40.26156076356881,88.2205513784461,68.92230576441102,23.558897243107776,27256,1293,2110,4.582477252714998,8.049169345015336,53.47079542119167,8.710008805400646,3.6982682712063397,16.667889638978572,96
2023,Sudoeste e Octogonal,2024,57096.0,26841.0,30255.0,8365.0,38758.0,9973.0,2825.1657355827297,39.977380377679594,1.967171717171717,12.731869813355624,99.4949494949495,43.43434343434344,51.76767676767677,20608,1317,2601,6.298524844720497,8.5845929344974,54.87674689440993,6.885675465838509,3.838315217391304,43.49281832298137,96
2024,Sudoeste e Octogonal,2024,57672.0,27107.0,30565.0,8204.000000000002,38856.0,10612.0,2825.1657355827297,39.977380377679594,1.967171717171717,12.731869813355624,99.4949494949495,43.43434343434344,51.76767676767677,23082,1388,2658,5.861710423706785,7.569385669421197,52.90269474049043,9.253964127891864,4.18074690234815,17.689108396152847,96
2025,Sudoeste e Octogonal,2024,58141.0,27319.0,30822.0,8055.999999999999,38832.0,11253.0,2825.1657355827297,39.977380377679594,1.967171717171717,12.731869813355624,99.4949494949495,43.43434343434344,51.76767676767677,27256,1293,2110,4.582477252714998,8.049169345015336,53.47079542119167,8.710008805400646,3.6982682712063397,16.667889638978572,96
2023,São Sebastião,2024,126603.00000000001,61917.000000000015,64686.0,30643.000000000004,87865.00000000001,8095.0,499.8997640720983,30.40777145667587,2.8958566721953423,37.931458704442356,91.53101970707009,62.71828374879939,31.034587452908795,20608,1317,2601,6.298524844720497,8.5845929344974,54.87674689440993,6.885675465838509,3.838315217391304,43.49281832298137,96
2024,São Sebastião,2024,127443.00000000001,62322.000000000015,65121.0,30848.00000000001,87856.0,8739.0,499.8997640720983,30.40777145667587,2.8958566721953423,37.931458704442356,91.53101970707009,62.71828374879939,31.034587452908795,23082,1388,2658,5.861710423706785,7.569385669421197,52.90269474049043,9.253964127891864,4.18074690234815,17.689108396152847,96
2025,São Sebastião,2024,128066.0,62625.0,65441.0,31054.0,87626.0,9386.0,499.8997640720983,30.40777145667587,2.8958566721953423,37.931458704442356,91.53101970707009,62.71828374879939,31.034587452908795,27256,1293,2110,4.582477252714998,8.049169345015336,53.47079542119167,8.710008805400646,3.6982682712063397,16.667889638978572,96
2023,Taguatinga,2024,214109.00000000003,98413.00000000001,115696.00000000001,33995.00000000002,140728.0,39386.0,819.5718113673568,37.26483014715645,2.706855791962175,23.29562988333481,92.43498817966905,61.46572104018913,35.69739952718677,20608,1317,2601,6.298524844720497,8.5845929344974,54.87674689440993,6.885675465838509,3.838315217391304,43.49281832298137,96
2024,Taguatinga,2024,215979.00000000003,99251.00000000001,116728.00000000001,33998.00000000002,140887.0,41094.0,819.5718113673568,37.26483014715645,2.706855791962175,23.29562988333481,92.43498817966905,61.46572104018913,35.69739952718677,23082,1388,2658,5.861710423706785,7.569385669421197,52.90269474049043,9.253964127891864,4.18074690234815,17.689108396152847,96
2025,Taguatinga,2024,217564.99999999997,99960.99999999999,117603.99999999999,34012.99999999998,140711.0,42841.0,819.5718113673568,37.26483014715645,2.706855791962175,23.29562988333481,92.43498817966905,61.46572104018913,35.69739952718677,27256,1293,2110,4.582477252714998,8.049169345015336,53.47079542119167,8.710008805400646,3.6982682712063397,16.667889638978572,96
2023,Varjão,2024,9123.0,4463.0,4660.0,2139.0,6388.0,596.0,373.75493993393144,29.03213938104947,2.836185819070905,39.073025631706436,87.77506112469437,50.61124694376527,41.0757946210269,20608,1317,2601,6.298524844720497,8.5845929344974,54.87674689440993,6.885675465838509,3.838315217391304,43.49281832298137,96
2024,Varjão,2024,9211.0,4506.0,4705.0,2127.0,6447.0,637.0,373.75493993393144,29.03213938104947,2.836185819070905,39.073025631706436,87.77506112469437,50.61124694376527,41.0757946210269,23082,1388,2658,5.861710423706785,7.569385669421197,52.90269474049043,9.253964127891864,4.18074690234815,17.689108396152847,96
2025,Varjão,2024,9283.0,4541.0,4742.0,2120.0,6483.0,680.0,373.75493993393144,29.03213938104947,2.836185819070905,39.073025631706436,87.77506112469437,50.61124694376527,41.0757946210269,27256,1293,2110,4.582477252714998,8.049169345015336,53.47079542119167,8.710008805400646,3.6982682712063397,16.667889638978572,96
2023,Vicente Pires,2024,80347.0,39699.0,40648.0,13217.0,56891.0,10239.0,949.3962959446042,34.63177837119185,2.8059987629853533,28.451095031229844,94.54403386439296,80.67774689949,15.802410252625547,20608,1317,2601,6.298524844720497,8.5845929344974,54.87674689440993,6.885675465838509,3.838315217391304,43.49281832298137,96
2024,Vicente Pires,2024,81256.0,40127.0,41129.0,13157.0,57217.0,10882.0,949.3962959446042,34.63177837119185,2.8059987629853533,28.451095031229844,94.54403386439296,80.67774689949,15.802410252625547,23082,1388,2658,5.861710423706785,7.569385669421197,52.90269474049043,9.253964127891864,4.18074690234815,17.689108396152847,96
2025,Vicente Pires,2024,82034.0,40491.0,41543.0,13107.000000000004,57395.0,11532.0,949.3962959446042,34.63177837119185,2.8059987629853533,28.451095031229844,94.54403386439296,80.67774689949,15.802410252625547,27256,1293,2110,4.582477252714998,8.049169345015336,53.47079542119167,8.710008805400646,3.6982682712063397,16.667889638978572,96
2023,Águas Claras,2024,128144.0,60842.0,67302.0,28698.999999999993,89198.0,10247.0,1417.752332573737,35.87570073947886,2.141791044776119,16.11328770000064,100.0,62.437810945273625,34.577114427860685,20608,1317,2601,6.298524844720497,8.5845929344974,54.87674689440993,6.885675465838509,3.838315217391304,43.49281832298137,96
2024,Águas Claras,2024,129369.0,61448.0,67921.0,28817.999999999996,89673.0,10878.0,1417.752332573737,35.87570073947886,2.141791044776119,16.11328770000064,100.0,62.437810945273625,34.577114427860685,23082,1388,2658,5.861710423706785,7.569385669421197,52.90269474049043,9.253964127891864,4.18074690234815,17.689108396152847,96
2025,Águas Claras,2024,130342.0,61942.99999999999,68399.0,28930.999999999993,89898.0,11513.0,1417.752332573737,35.87570073947886,2.141791044776119,16.11328770000064,100.0,62.437810945273625,34.577114427860685,27256,1293,2110,4.582477252714998,8.049169345015336,53.47079542119167,8.710008805400646,3.6982682712063397,16.667889638978572,96
