ano,regiao_administrativa,ano_referencia_pdad,populacao_total,populacao_masculina,populacao_feminina,populacao_0_14,populacao_15_59,populacao_60_mais,renda_media_ponderada,idade_media_ponderada,media_moradores_por_domicilio,percentual_baixa_escolaridade,percentual_domicilios_com_internet,percentual_domicilios_proprios,percentual_domicilios_alugados,lai_df_qtd_pedidos_ano,lai_df_qtd_recursos_ano,lai_df_qtd_satisfacoes_ano,lai_df_percentual_pedidos_com_recurso,lai_df_tempo_medio_resposta_dias,lai_df_percentual_acesso_concedido,lai_df_percentual_acesso_negado,lai_df_percentual_acesso_parcial,lai_df_percentual_sem_resposta,lai_df_qtd_orgaos_demandados
2023,SIA,2024,2669.0,2138.0,531.0,145.0,2382.0,142.0,269.19537091117326,30.824732672714727,2.993333333333334,31.659988304854668,94.0,43.333333333333336,34.0,20608,1317,2601,6.298524844720497,8.5845929344974,54.87674689440993,6.885675465838509,3.838315217391304,43.49281832298137,96
2024,SIA,2024,2685.0,2175.0,510.0,133.0,2398.0,154.0,269.19537091117326,30.824732672714727,2.993333333333334,31.659988304854668,94.0,43.333333333333336,34.0,23082,1388,2658,5.861710423706785,7.569385669421197,52.90269474049043,9.253964127891864,4.18074690234815,17.689108396152847,96
2025,SIA,2024,2692.0,2202.0,490.0,121.0,2408.0,163.0,269.19537091117326,30.824732672714727,2.993333333333334,31.659988304854668,94.0,43.333333333333336,34.0,27256,1293,2110,4.582477252714998,8.049169345015336,53.47079542119167,8.710008805400646,3.6982682712063397,16.667889638978572,96
2023,Samambaia,2024,257172.0,124361.99999999999,132810.0,55321.0,174470.0,27381.0,561.3421249953619,32.68117753928294,3.135623869801085,35.759101907567675,91.13924050632912,61.84448462929476,31.82640144665461,20608,1317,2601,6.298524844720497,8.5845929344974,54.87674689440993,6.885675465838509,3.838315217391304,43.49281832298137,96
2024,Samambaia,2024,261025.0,126248.00000000001,134777.0,55393.0,176417.0,29215.0,561.3421249953619,32.68117753928294,3.135623869801085,35.759101907567675,91.13924050632912,61.84448462929476,31.82640144665461,23082,1388,2658,5.861710423706785,7.569385669421197,52.90269474049043,9.253964127891864,4.18074690234815,17.689108396152847,96
2025,Samambaia,2024,264403.0,127916.99999999999,136486.0,55503.999999999985,177833.0,31066.0,561.3421249953619,32.68117753928294,3.135623869801085,35.759101907567675,91.13924050632912,61.84448462929476,31.82640144665461,27256,1293,2110,4.582477252714998,8.049169345015336,53.47079542119167,8.710008805400646,3.6982682712063397,16.667889638978572,96
2023,Santa Maria,2024,132673.0,63753.0,68920.0,27493.0,90265.0,14915.0,445.1272330393153,33.08829137942879,3.237250554323725,33.74353543696544,94.23503325942352,71.17516629711753,23.05986696230599,20608,1317,2601,6.298524844720497,8.5845929344974,54.87674689440993,6.885675465838509,3.838315217391304,43.49281832298137,96
2024,Santa Maria,2024,132582.0,63789.00000000001,68793.0,27278.000000000007,89504.0,15800.0,445.1272330393153,33.08829137942879,3.237250554323725,33.74353543696544,94.23503325942352,71.17516629711753,23.05986696230599,23082,1388,2658,5.861710423706785,7.569385669421197,52.90269474049043,9.253964127891864,4.18074690234815,17.689108396152847,96
2025,Santa Maria,2024,132256.0,63718.0,68538.0,27082.000000000007,88490.0,16684.0,445.1272330393153,33.08829137942879,3.237250554323725,33.74353543696544,94.23503325942352,71.17516629711753,23.05986696230599,27256,1293,2110,4.582477252714998,8.049169345015336,53.47079542119167,8.710008805400646,3.6982682712063397,16.667889638978572,96
2023,Sobradinho,2024,75026.0,35315.0,39711.0,13059.0,50021.0,11946.0,1059.3103065522685,36.494185213711276,3.04,27.846402202856122,96.57142857142858,67.80952380952381,25.523809523809522,20608,1317,2601,6.298524844720497,8.5845929344974,54.87674689440993,6.885675465838509,3.838315217391304,43.49281832298137,96
2024,Sobradinho,2024,75421.0,35502.0,39919.0,12949.0,49929.0,12543.0,1059.3103065522685,36.494185213711276,3.04,27.846402202856122,96.57142857142858,67.80952380952381,25.523809523809522,23082,1388,2658,5.861710423706785,7.569385669421197,52.90269474049043,9.253964127891864,4.18074690234815,17.689108396152847,96
2025,Sobradinho,2024,75710.0,35636.0,40074.0,12857.0,49703.0,13150.0,1059.3103065522685,36.494185213711276,3.04,27.846402202856122,96.57142857142858,67.80952380952381,25.523809523809522,27256,1293,2110,4.582477252714998,8.049169345015336,53.47079542119167,8.710008805400646,3.6982682712063397,16.667889638978572,96
2023,Sobradinho II,2024,79594.0,38328.0,41266.0,16038.0,51653.0,11903.0,480.71054226129235,34.90063474024579,2.985964912280702,29.249752624781756,94.03508771929823,68.59649122807016,27.19298245614035,20608,1317,2601,6.298524844720497,8.5845929344974,54.87674689440993,6.885675465838509,3.838315217391304,43.49281832298137,96
